,ID,tips,convex_hull_area,solidity,perimeter,width,height
0,P0983_16,10,592356.5,0.21192643281537385,8342.223101496696,964,876
0,P0984_16,11,791212.0,0.19131155745868364,13917.792399525642,1028,974
0,P0985_16,11,510903.5,0.23862627678221035,12026.562685728073,971,696
0,P0986_16,12,459371.5,0.2823988863044399,10281.143140673637,960,588
0,P0987_16,11,643421.0,0.2526495094191828,10562.601948738098,984,904
0,P0988_16,10,637802.5,0.22788559154283652,10072.996829390526,920,1027
0,P0989_16,11,654980.0,0.2503664234022413,13416.704144597054,968,946
0,P0990_16,10,586158.5,0.2437873032635371,12827.104335546494,985,773
0,P0991_16,12,809593.0,0.20503018183210575,15371.404817819595,981,1064
0,P0992_16,11,931533.0,0.21255822391691975,15144.412671327591,1020,1165
0,P0993_16,11,513947.0,0.28520255979702186,11320.14046895504,892,768
0,P0994_16,10,813001.0,0.21962457610753247,12687.457217931747,1028,1077
0,P0995_16,11,793559.5,0.22443811711661193,14818.038924574852,1028,1026
0,P0996_16,11,665744.0,0.2568780191785431,15238.826667904854,1028,845
0,P0997_16,13,750499.5,0.24040255856266393,12922.988753795624,1028,938
0,P0998_16,10,700542.5,0.19334872616579293,12256.188839912415,990,949
0,P0999_16,11,444781.0,0.2637882463504511,10562.412695407867,755,867
0,P1000_16,11,633814.0,0.20904397820180684,10908.056643605232,973,942
0,P1001_16,11,744978.5,0.23452757361454055,12260.959805607796,1028,860
0,P1002_16,9,598258.5,0.2053694180692794,10870.526845097542,943,924
0,P1003_16,11,619410.5,0.22753408280938087,11722.894571304321,948,899
0,P1004_16,13,638707.5,0.2732674972503063,13523.911605715752,988,960
0,P1005_16,13,770884.5,0.18728875726519342,13421.230058908463,1028,939
0,P1006_16,12,535885.0,0.26008192056131446,11941.607464075089,854,821
0,P1007_16,11,702203.0,0.19254973276958373,12566.120081067085,972,942
0,P1008_16,11,659577.0,0.2027602539203156,10256.917744994164,1028,1000
0,P1009_16,11,616662.5,0.21618470395070236,11416.157394170761,1002,911
0,P1010_16,13,617441.0,0.2627344151101077,13300.074735999107,1028,755
0,P1011_16,11,505868.0,0.18945851486949164,8439.62007009983,858,873
0,P1012_16,11,557367.5,0.25472959941151935,8957.99474143982,966,820
0,P1013_16,12,534726.5,0.2852878995149857,10903.877715945244,1003,723
0,P1014_16,10,702844.5,0.2130926542072962,12626.392924666405,1028,915
0,P1015_16,12,647320.5,0.2656025878988847,13205.953571796417,1028,778
0,P1016_16,12,676732.0,0.26722395276121125,13616.934484124184,804,1021
0,P1017_16,10,662291.0,0.22202777932963003,11643.802082777023,979,966
0,P1018_16,13,746698.0,0.26774010376350277,13549.546951293945,1028,966
0,P1019_16,12,698648.5,0.23563351241718833,15037.423768997192,990,853
0,P1020_16,10,580855.5,0.2695162566249265,14263.142987847328,927,798
0,P1021_16,11,724385.5,0.19238513194976983,12860.253029108047,1020,956
0,P1022_16,10,571296.5,0.270178444993099,10542.841624975204,964,760
0,P1023_16,10,450393.0,0.2564760109504366,9493.731082439423,947,657
0,P1024_16,11,537065.5,0.2541347377554507,8786.663788199425,803,887
0,P1025_16,13,289285.5,0.4147356158535426,10971.716050863266,818,460
0,P1026_16,11,530265.0,0.26768691126135047,9805.991777062416,935,790
0,P1027_16,11,798731.5,0.253096315845813,11810.262893557549,1028,1012
0,P1028_16,13,401126.0,0.3650698284329612,12234.794065952301,861,670
0,P1029_16,13,800451.0,0.2610128540035555,14037.26924264431,999,1045
0,P1030_16,13,538819.0,0.3075151395923306,12389.522458553314,894,834
0,P1031_16,10,754565.0,0.24417379549806842,11455.91983294487,1026,1013
0,P1032_16,10,639486.5,0.21064400890401908,12441.402530670166,992,832
0,P1033_16,13,454602.0,0.2728188613336501,11479.634332418442,977,608
0,P1034_16,11,667396.0,0.2899103380901294,11008.010233521461,916,1011
0,P1035_16,10,518175.0,0.225531914893617,7070.738696694374,932,821
0,P1036_16,11,675139.0,0.22690290443893776,12786.798787474632,887,1024
